,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5905,1628-BIZYP,0,0,0,0,1,1,0,3,0,1,0,0,0,1,1,1,1,85.0,85,0
3402,4951-UKAAQ,1,0,0,0,4,1,1,3,0,1,0,0,0,1,1,1,1,88.95,355.2,1
1786,7530-HDYDS,1,0,0,0,38,1,0,3,0,1,1,1,0,0,1,1,4,84.25,3264.5,1
6704,9912-OMZDS,1,0,1,1,59,1,1,3,0,1,1,0,1,1,2,1,1,106.15,6256.2,0
5051,0899-WZRSD,0,0,0,0,56,1,1,3,1,0,0,1,1,1,1,1,2,105.35,5794.45,0
4069,9938-TKDGL,0,0,1,1,68,1,0,3,1,0,0,1,1,1,3,1,1,99.55,6668,0
6544,6661-HBGWL,1,1,0,0,42,1,1,3,0,1,1,0,1,1,1,1,3,104.75,4323.45,1
1245,6507-ZJSUR,0,1,1,0,23,1,0,3,0,0,0,0,1,1,1,1,1,90.45,2117.25,0
3403,9618-LFJRU,1,0,0,0,4,1,0,0,-1,-1,-1,-1,-1,-1,1,0,4,20.45,82.85,0
4025,2984-MIIZL,0,0,0,0,4,1,0,3,0,0,1,0,0,0,1,1,3,74.8,321.9,1
6791,5204-QZXPU,0,0,0,0,19,0,-1,1,0,0,1,0,1,0,1,1,1,39.65,733.35,1
3746,4806-HIPDW,1,0,1,0,1,1,0,3,0,0,0,0,0,0,1,1,1,68.95,68.95,1
2163,4021-RQSNY,0,1,1,0,29,1,1,3,0,0,1,0,1,1,1,1,1,98.5,3004.15,1
4952,7379-FNIUJ,0,0,0,0,2,1,0,3,1,1,0,0,1,1,1,0,1,100.2,198.5,0
6252,9074-KGVOX,0,0,1,1,50,0,-1,1,1,0,0,0,1,0,1,1,4,39.45,2021.35,0
5280,6574-MCOEH,1,0,1,1,33,1,1,1,0,0,1,1,1,1,2,1,1,79.15,2531.4,0
3564,7820-ZYGNY,0,0,0,0,63,1,1,3,0,1,0,0,0,1,2,0,4,90.45,5825.5,0
2649,3027-YNWZU,1,0,1,0,64,1,1,0,-1,-1,-1,-1,-1,-1,3,0,4,25.0,1584.8,0
1505,5240-IJOQT,0,1,0,0,1,1,1,3,0,0,0,0,0,0,1,1,1,74.7,74.7,1
4358,6253-WRFHY,0,0,1,1,13,1,0,1,0,0,0,0,1,1,2,1,1,64.75,877.35,0
3109,4521-WFJAI,0,0,0,0,56,1,1,0,-1,-1,-1,-1,-1,-1,3,1,3,25.95,1444.05,0
7033,9767-FFLEM,0,0,0,0,38,1,0,3,0,0,0,0,0,0,1,1,4,69.5,2625.25,0
5700,3312-ZWLGF,0,1,1,0,29,1,1,3,0,0,0,1,0,0,1,1,1,79.3,2414.55,0
5591,7228-OMTPN,0,0,0,0,4,1,0,3,0,0,0,0,1,1,1,1,1,88.45,370.65,1
1674,2808-CHTDM,1,0,1,1,23,1,1,0,-1,-1,-1,-1,-1,-1,3,0,2,25.1,611.45,0
1158,5334-JLAXU,1,0,1,0,60,1,1,3,1,1,0,0,0,1,1,1,4,94.1,5475.9,0
4097,9974-JFBHQ,0,0,0,1,64,1,0,3,0,1,0,1,1,1,1,1,4,99.15,6171.2,0
1838,8058-DMYRU,0,1,0,0,54,1,1,3,0,1,0,0,0,1,1,1,1,90.05,4931.8,0
129,2639-UGMAZ,0,1,0,0,71,0,-1,1,1,1,0,0,1,1,2,1,1,56.45,3985.35,0
2685,5781-BKHOP,1,0,1,0,72,1,1,3,1,1,1,0,1,0,3,0,3,100.65,7334.05,0
5418,8490-BXHEO,0,1,0,0,18,1,1,3,0,1,0,0,0,0,1,1,4,80.55,1411.65,0
3662,6410-LEFEN,1,0,0,0,9,1,0,1,0,0,0,0,0,0,1,0,1,45.15,416.45,1
1085,4441-NIHPT,1,1,0,0,13,1,0,3,0,0,1,0,0,0,1,1,1,74.3,940.35,1
523,6825-UYPFK,1,0,0,0,23,1,1,3,0,0,0,0,0,0,1,0,3,75.6,1758.6,1
2511,7016-NVRIC,0,1,1,0,29,1,0,3,1,0,1,0,0,1,2,0,3,90.1,2656.7,0
5077,8314-HTWVE,1,0,1,1,7,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,19.85,144.15,0
6418,2486-WYVVE,0,0,1,0,31,1,1,1,0,0,1,1,1,1,2,1,2,79.3,2484,0
6897,2363-BJLSL,0,0,0,0,62,1,0,1,0,1,1,1,1,1,1,1,3,80.4,4981.15,0
3342,0384-LPITE,0,0,0,0,40,0,-1,1,1,1,1,0,1,1,2,0,4,62.05,2511.55,0
4415,0420-TXVSG,0,0,1,0,66,1,1,1,1,1,1,0,0,0,3,1,4,66.1,4428.45,0
3654,8751-EDEKA,1,0,1,0,28,1,0,3,0,1,1,0,0,1,1,0,4,89.9,2433.5,0
5345,9526-JAWYF,0,0,0,0,26,1,0,3,0,1,1,0,1,0,1,0,1,89.8,2335.3,1
4015,8570-KLJYJ,1,0,0,0,36,1,1,1,1,0,0,0,0,0,2,0,2,54.45,1893.5,0
1884,2039-JONDJ,0,0,0,0,27,1,0,1,1,1,0,0,0,0,2,0,3,55.45,1477.65,0
3951,5915-ANOEI,0,0,1,0,70,1,1,1,1,1,1,1,1,0,3,0,2,79.15,5536.5,0
1514,5799-JRCZO,1,0,0,1,63,1,0,0,-1,-1,-1,-1,-1,-1,3,0,4,19.5,1215.1,0
3319,3866-MDTUB,1,0,0,0,2,1,0,1,1,0,0,0,1,1,1,1,1,70.75,146.9,1
3433,1698-XFZCI,0,0,0,0,61,1,1,3,1,1,1,0,1,1,2,1,1,107.75,6521.9,0
2434,1465-WCZVT,1,0,1,1,3,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,19.65,60.65,0
1060,6100-FJZDG,0,0,1,1,26,1,0,0,-1,-1,-1,-1,-1,-1,2,1,3,20.05,505.9,0
5947,7951-QKZPL,1,0,1,1,33,1,1,0,-1,-1,-1,-1,-1,-1,3,1,2,24.5,740.3,1
2709,6128-AQBMT,0,1,1,0,41,0,-1,1,0,1,1,0,1,1,1,1,1,53.95,2215.4,0
4339,6992-TKNYO,0,0,1,0,38,1,1,1,0,0,1,1,0,1,2,0,4,69.0,2669.45,0
3970,2541-YGPKE,0,0,1,1,42,1,0,1,1,0,0,1,0,1,2,0,4,63.7,2763.35,0
5843,1480-IVEVR,0,1,1,0,35,1,1,3,0,0,1,0,0,0,2,1,3,81.6,2815.25,0
6765,5115-SQAAU,1,0,1,1,69,1,1,0,-1,-1,-1,-1,-1,-1,3,1,3,25.6,1673.4,0
3576,2560-QTSBS,1,0,1,1,72,1,1,0,-1,-1,-1,-1,-1,-1,2,1,3,23.3,1623.15,0
4444,0137-UDEUO,1,0,0,0,3,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,19.85,63.75,1
1351,7266-GSSJX,0,0,1,1,11,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,20.45,250.8,0
1812,2085-BOJKI,0,0,1,0,17,1,0,3,0,0,1,0,1,1,2,1,3,96.65,1588.25,0
6571,2188-SXWVT,1,0,0,0,34,1,0,1,1,1,0,0,0,0,2,0,2,55.0,1885.15,0
3739,5789-LDFXO,0,0,0,0,24,1,1,0,-1,-1,-1,-1,-1,-1,2,0,1,24.6,592.65,0
5255,8486-AYEQH,1,0,0,0,31,1,1,3,0,0,0,0,0,0,1,1,1,76.05,2227.8,0
4439,9950-MTGYX,0,0,1,1,28,1,0,0,-1,-1,-1,-1,-1,-1,3,1,4,20.3,487.95,0
3234,8173-RXAYP,1,0,1,1,24,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,19.7,452.55,0
3448,5949-EBSQK,0,0,1,1,4,1,0,1,0,0,0,1,0,1,1,0,4,61.45,229.55,1
4057,7980-MHFLQ,1,0,1,1,72,1,1,0,-1,-1,-1,-1,-1,-1,3,0,2,24.9,1859.2,0
4226,3519-ZKXGG,1,0,1,0,3,1,1,3,0,0,0,0,0,0,1,1,1,75.85,256.6,1
4219,5176-LDKUH,1,0,0,0,48,1,0,3,0,1,0,0,0,0,2,0,1,75.15,3772.65,0
4949,3669-LVWZB,0,0,0,0,5,0,-1,1,0,1,0,0,1,1,1,1,2,51.0,305.95,1
456,5149-CUZUJ,0,0,1,1,28,1,0,3,0,1,1,1,1,0,2,0,3,92.9,2768.35,0
3105,4429-WYGFR,0,0,0,0,26,1,0,1,0,0,0,1,0,0,1,0,3,49.15,1237.3,0
375,7156-MXBJE,1,0,0,0,43,1,1,1,0,1,1,1,1,1,2,0,4,85.1,3662.25,0
5005,2359-QWQUL,1,0,1,0,39,1,0,3,1,0,1,1,1,1,2,1,4,104.7,4134.85,1
6198,0071-NDAFP,0,0,1,1,25,1,1,0,-1,-1,-1,-1,-1,-1,3,0,4,25.5,630.6,0
5747,9730-DRTMJ,0,0,1,0,32,1,1,1,1,0,0,1,1,0,2,1,4,72.8,2333.05,0
2028,4452-ROHMO,1,0,0,0,15,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,19.6,331.6,0
1658,1228-FZFRV,0,0,1,1,50,1,1,3,1,0,1,0,1,1,1,0,4,105.95,5341.8,1
4569,7639-SUPCW,1,0,0,0,22,1,0,1,1,0,0,0,0,0,1,1,4,48.8,1054.6,1
7028,9281-CEDRU,1,0,1,0,68,1,0,1,0,1,0,1,1,0,3,0,3,64.1,4326.25,0
5268,2885-HIJDH,0,0,1,1,69,1,1,1,1,0,1,1,1,1,3,0,3,86.9,6194.1,0
272,6366-ZGQGL,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,1,0,3,24.8,24.8,1
1980,1960-UYCNN,0,0,0,0,10,1,1,3,0,1,1,0,0,1,1,1,1,95.25,1021.55,0
287,5583-SXDAG,0,0,1,0,1,1,0,3,0,0,0,0,0,0,1,0,1,70.0,70,1
1818,4450-MDZFX,0,0,1,1,60,1,1,3,0,0,0,0,0,0,1,0,3,74.35,4453.3,0
4132,6834-NXDCA,1,0,0,0,13,0,-1,1,0,0,0,0,0,0,1,1,1,23.9,300.8,1
2643,3550-SAHFP,1,0,0,0,33,1,1,3,0,0,0,0,0,1,1,1,1,83.35,2757.85,1
4902,5092-STPKP,1,0,0,0,24,1,0,1,1,0,0,1,0,0,1,0,4,56.35,1381.2,0
6871,4070-OKWVH,1,0,1,0,52,1,1,3,0,1,1,0,1,0,1,0,3,94.6,5025.8,0
4298,5651-CPDND,0,0,0,0,10,1,0,1,0,0,0,0,0,0,1,0,2,46.0,492.1,0
626,5016-IBERQ,0,0,1,0,23,1,1,3,0,1,1,0,0,0,1,0,1,84.25,1968.1,0
2782,7037-MTYVW,0,0,1,1,38,1,1,1,1,0,1,1,1,1,3,1,3,85.4,3297,0
4586,7569-NMZYQ,1,0,1,1,72,1,1,3,1,1,1,1,1,1,3,1,3,118.75,8672.45,0
3132,2468-SJFLM,0,0,0,0,1,1,0,3,0,0,0,1,0,0,1,1,2,74.3,74.3,0
1258,5529-GIBVH,1,0,0,0,47,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,20.15,1046.2,0
4350,1518-OMDIK,0,0,1,0,33,1,0,1,0,0,0,0,0,0,1,1,4,44.55,1462.6,0
6625,3398-FSHON,1,1,0,0,12,1,1,3,0,1,0,0,1,0,1,1,1,91.3,1094.5,1
5337,6705-LNMDD,0,0,0,0,20,1,0,1,0,0,0,1,0,0,1,0,2,50.0,1003.05,0
4962,7088-FBAWU,1,0,1,1,17,1,0,1,1,1,0,0,1,1,1,0,2,74.55,1215.8,0
151,3874-EQOEP,0,0,0,0,7,1,1,3,0,0,0,0,1,1,1,0,2,95.0,655.5,1
4700,5365-LLFYV,1,0,0,0,2,1,0,1,0,0,0,0,0,0,1,1,2,45.85,105.6,0
1389,8621-MNIHH,1,1,1,0,34,1,1,3,0,1,1,0,0,1,1,1,1,94.25,3217.55,1
4922,7839-NUIAA,1,0,1,1,61,1,1,1,1,1,0,0,0,0,1,0,1,59.8,3641.5,0
3087,6979-ZNSFF,1,0,0,0,8,1,1,3,0,0,0,0,1,0,1,1,1,87.05,762.1,1
5448,0580-PIQHM,1,0,1,1,41,1,1,3,1,1,1,0,0,1,2,1,3,101.6,3930.55,0
4697,0129-KPTWJ,0,0,1,0,72,1,0,3,0,0,1,0,1,1,1,1,1,94.65,6747.35,0
4072,2688-BHGOG,0,1,0,0,9,1,0,3,0,0,0,0,0,1,1,1,1,79.55,718.55,0
4933,9842-EFSYY,1,0,0,1,4,0,-1,1,1,1,1,0,1,1,1,1,2,57.2,223.75,0
94,9848-JQJTX,0,0,0,0,72,1,1,3,0,1,1,0,1,1,3,1,3,100.9,7459.05,0
1348,1184-PJVDB,0,0,1,0,10,1,0,3,0,0,0,0,1,0,1,1,1,79.95,857.2,1
3381,8879-ZKJOF,1,0,0,0,41,1,0,1,1,0,1,1,1,1,2,1,3,79.85,3320.75,0
6598,6169-PGNCD,1,0,0,0,57,1,0,1,1,1,1,1,1,0,3,1,4,74.3,4166.35,0
5987,1099-GODLO,1,0,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,20.35,20.35,0
5316,1470-PSXNM,0,0,1,1,49,1,1,3,0,1,1,0,1,0,2,1,1,93.65,4520.15,0
1798,3506-OVLKD,0,0,0,0,35,1,1,0,-1,-1,-1,-1,-1,-1,2,0,3,26.2,954.9,0
5730,7167-PCEYD,0,0,0,0,67,1,0,0,-1,-1,-1,-1,-1,-1,3,1,2,19.8,1311.3,0
5165,8062-YBDOE,0,1,0,0,1,1,0,3,0,0,0,0,0,0,1,1,1,69.65,69.65,1
6663,0674-EYYZV,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,54.65,54.65,0
6183,6981-TDRFT,0,0,1,1,44,0,-1,1,0,0,1,1,1,1,2,1,1,54.3,2317.1,0
1810,5149-QYTTU,1,0,1,1,71,1,1,3,1,1,1,1,0,0,2,1,4,95.15,6770.85,0
6853,9079-YEXQJ,1,0,0,0,54,1,1,3,0,1,1,1,1,1,1,0,1,111.1,6014.85,1
1486,5208-HFSBT,1,0,0,0,2,1,0,1,0,1,0,1,0,0,1,1,4,55.05,102.75,1
592,0459-SPZHJ,0,0,1,1,63,1,1,1,1,1,1,0,1,1,3,0,4,83.5,5435,0
1840,6990-YNRIO,0,0,1,1,65,1,1,3,1,0,1,1,1,1,3,0,3,108.65,6937.95,1
2382,6114-TCFID,1,0,0,0,29,0,-1,1,1,1,0,1,0,0,2,0,4,39.5,1082.75,0
4292,2091-RFFBA,1,1,0,0,31,1,1,3,0,0,0,0,0,0,1,1,1,73.9,2217.15,1
5672,5915-DGNVC,1,0,1,0,49,1,1,1,1,1,1,0,0,1,2,0,1,71.8,3472.05,0
6262,0824-VWDPO,1,0,0,0,45,1,1,3,1,1,0,0,0,1,2,0,3,96.75,4442.75,0
6487,5998-DZLYR,1,0,1,0,61,1,1,3,0,1,0,1,0,1,3,1,3,94.35,5703,0
244,4522-AKYLR,1,1,0,0,13,1,0,1,0,1,1,0,0,0,1,1,1,54.8,731.3,0
5289,3642-GKTCT,1,0,0,0,61,1,1,3,1,1,1,1,1,1,2,1,2,115.1,6993.65,0
3027,1614-JBEBI,1,0,0,0,8,1,0,0,-1,-1,-1,-1,-1,-1,1,1,2,20.7,137.6,0
1849,0621-TWIEM,0,0,0,0,10,1,0,1,0,0,0,0,0,0,1,1,1,45.55,402.6,1
3553,6134-KWTBV,0,0,0,0,62,1,1,0,-1,-1,-1,-1,-1,-1,3,0,3,23.4,1429.65,0
4363,5018-GWURO,1,0,1,0,56,1,1,3,0,0,0,0,1,0,1,1,3,85.6,4902.8,0
3860,9862-KJTYK,0,0,0,1,19,0,-1,1,0,0,0,0,0,0,1,1,4,25.35,566.1,0
5695,1813-JYWTO,1,0,1,0,72,1,1,3,1,0,0,0,0,0,3,0,3,80.45,5737.6,0
5568,2270-CHBFN,1,0,1,0,44,1,1,3,1,1,1,1,0,0,1,1,4,95.1,4060.55,0
4181,4553-DVPZG,1,0,1,0,62,1,1,3,0,0,1,0,1,1,1,1,1,101.35,6164.7,0
5511,6586-MYGKD,0,0,1,0,70,1,1,1,1,0,0,1,1,1,3,1,4,76.95,5289.8,0
505,5609-CEBID,1,1,0,0,20,1,1,3,0,1,1,0,0,1,1,1,1,94.1,1782.4,1
5553,6629-CZTTH,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,2,55.7,55.7,1
6843,9940-HPQPG,1,0,1,0,9,1,1,3,1,1,1,0,0,0,1,0,3,91.75,865.8,1
881,3523-BRGUW,0,1,0,0,26,1,0,0,-1,-1,-1,-1,-1,-1,2,0,4,19.3,504.2,0
4783,8760-ZRHKE,1,1,1,1,71,1,1,1,1,1,0,0,1,0,2,0,1,69.2,4982.5,0
4804,5734-EJKXG,1,0,0,0,61,1,1,3,1,1,1,1,1,1,2,1,1,118.6,7365.7,0
5482,6289-CPNLD,0,0,1,1,33,1,0,1,0,0,1,1,1,1,2,1,2,73.9,2405.05,1
2936,3352-ALMCK,0,0,0,0,40,1,1,3,0,1,1,0,1,1,1,1,2,102.65,4108.15,0
1453,5899-OUVKV,0,0,0,0,31,1,0,3,0,1,0,0,1,1,1,1,1,94.5,2979.2,0
6159,5857-XRECV,1,0,0,1,2,1,0,0,-1,-1,-1,-1,-1,-1,2,0,3,20.5,38.25,0
6084,5119-KEPFY,0,0,1,0,36,1,1,3,0,0,0,0,1,1,1,1,3,95.0,3440.25,0
2389,6161-ERDGD,0,0,1,1,71,1,1,1,1,0,1,1,1,1,2,0,1,85.45,6300.85,0
6586,6813-GZQCG,1,0,1,1,45,1,1,0,-1,-1,-1,-1,-1,-1,3,1,4,24.65,1171.3,0
5507,5753-QQWPW,1,0,0,0,28,1,0,1,1,1,0,1,0,0,2,1,1,59.9,1654.7,0
4567,2697-NQBPF,0,0,0,0,34,1,1,3,0,1,0,1,1,1,1,1,1,105.35,3540.65,0
3118,2122-SZZZD,0,0,0,0,44,1,0,0,-1,-1,-1,-1,-1,-1,2,0,4,19.5,835.5,0
122,0404-SWRVG,0,0,0,0,3,1,1,3,0,0,0,0,0,0,1,1,1,74.4,229.55,1
2908,7780-OTDSO,0,0,1,0,18,1,1,3,1,0,0,0,1,1,1,1,1,99.4,1742.95,1
4833,8510-BBWMU,1,0,0,0,41,1,0,0,-1,-1,-1,-1,-1,-1,2,1,2,19.75,806.95,0
2153,7978-DKUQH,1,0,1,0,25,1,0,3,0,0,1,0,0,0,1,1,1,74.6,1797.75,0
3024,8735-NBLWT,0,0,0,1,9,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,20.4,184.1,0
4616,4338-EYCER,0,0,1,0,21,1,0,1,0,0,0,0,1,0,1,0,3,54.6,1125.2,0
3185,9907-SWKKF,1,1,0,0,1,0,-1,1,0,0,0,0,0,0,1,0,2,25.05,25.05,1
4276,1226-UDFZR,1,0,0,0,2,1,0,1,0,1,0,0,0,0,1,1,2,49.6,114.7,1
2855,8922-NPKBJ,0,0,1,1,42,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,19.35,867.3,0
2488,4701-MLJPN,0,0,0,0,31,1,0,1,0,0,1,1,0,0,1,1,1,55.25,1715.65,1
6942,3454-JFUBC,0,1,0,0,68,1,0,0,-1,-1,-1,-1,-1,-1,3,1,4,20.0,1396,0
5301,2082-OJVTK,0,0,1,1,29,1,1,3,0,0,1,0,0,1,1,1,1,89.2,2698.35,1
4845,0056-EPFBG,0,0,1,1,20,0,-1,1,1,0,1,1,0,0,3,1,4,39.4,825.4,0
5664,0875-CABNR,1,1,0,0,10,1,0,3,0,0,1,0,0,1,1,1,4,84.6,865.55,1
6674,6258-NGCNG,0,0,0,0,7,1,1,0,-1,-1,-1,-1,-1,-1,1,0,2,23.5,173,0
5239,2056-EVGZL,0,0,1,1,68,1,0,3,0,1,1,1,1,1,2,0,4,105.75,7322.5,0
738,1307-TVUFB,0,1,0,0,42,1,1,3,0,1,0,0,0,0,1,1,3,79.35,3344.1,0
192,2984-RGEYA,1,0,1,1,69,1,0,0,-1,-1,-1,-1,-1,-1,3,0,3,19.75,1375.4,0
2009,7639-OPLNG,0,0,1,1,70,1,1,1,1,1,1,1,1,0,3,1,3,79.25,5731.85,0
1774,5207-PLSTK,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,2,48.75,48.75,0
785,0691-IFBQW,1,1,0,0,46,1,1,3,1,1,1,0,1,1,2,1,1,110.0,4874.8,1
5357,1460-UZPRJ,0,0,1,0,60,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,19.95,1258.15,0
1278,4730-AWNAU,0,0,1,1,36,0,-1,1,1,0,1,1,1,1,2,0,4,60.7,2234.55,0
1200,5370-IIVVL,0,0,0,0,37,1,1,3,0,1,0,1,1,1,2,1,4,104.5,3778,0
273,4716-HHKQH,0,1,1,0,20,1,1,3,0,1,0,1,1,1,1,0,1,107.05,2172.05,0
1054,5981-ITEMU,0,0,1,0,40,1,1,3,0,0,0,0,1,1,1,1,3,97.1,3706.95,1
5346,0771-CHWSK,0,0,0,0,66,1,1,1,1,1,1,0,0,1,3,1,4,74.6,4798.4,0
922,4301-VVZKA,0,0,1,0,16,1,1,3,0,0,0,0,0,0,1,1,1,75.4,1189.4,0
4782,6175-IRFIT,0,0,0,0,5,1,0,3,0,0,0,0,0,1,1,0,2,78.75,426.35,0
2152,0248-IPDFW,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,50.1,50.1,0
797,6286-ZHAOK,1,0,1,1,20,1,1,0,-1,-1,-1,-1,-1,-1,1,1,3,25.55,507.4,0
2316,9367-OIUXP,0,0,0,0,4,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,20.7,73.05,0
5364,9050-QLROH,0,0,0,0,18,1,1,3,0,0,1,0,0,1,1,1,4,90.7,1597.25,1
2257,2054-PJOCK,1,0,0,0,60,1,1,1,0,0,1,1,1,1,2,0,4,80.55,4847.05,0
1755,1803-BGNBD,1,0,0,0,12,1,0,1,0,1,0,1,0,0,1,1,1,54.3,654.5,0
6527,7551-DACSP,0,0,1,1,6,1,0,1,0,1,1,0,0,0,1,1,2,55.3,324.25,1
491,6778-YSNIH,1,0,0,0,2,1,0,1,0,1,0,0,1,0,1,1,1,59.0,114.15,0
2630,0014-BMAQU,0,0,1,0,63,1,1,3,1,0,0,1,0,0,3,1,4,84.65,5377.8,0
4412,8042-RNLKO,0,0,0,0,66,1,1,0,-1,-1,-1,-1,-1,-1,2,0,3,25.45,1699.15,0
5240,8777-MBMTS,1,1,1,0,65,1,0,3,0,1,1,1,1,1,3,1,4,105.85,6725.5,0
385,4895-TMWIR,0,1,1,0,11,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,19.95,214.75,1
5744,1371-WEPDS,0,1,1,0,40,1,0,1,0,0,0,0,0,1,2,0,1,55.8,2283.3,0
2921,0564-JJHGS,0,0,0,0,9,1,1,3,0,0,0,0,1,1,1,1,1,95.5,829.1,1
3390,0621-TSSMU,0,0,1,0,56,1,0,0,-1,-1,-1,-1,-1,-1,2,0,4,19.95,1126.75,0
6538,5712-PTIWW,0,0,0,0,2,1,0,3,0,0,1,1,0,0,1,1,1,79.85,152.45,1
1284,8711-LOBKY,0,0,1,1,59,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,19.85,1188.25,0
2351,9755-JHNMN,1,0,0,0,49,1,0,1,1,1,1,1,0,0,3,0,3,67.4,3306.85,0
4349,7903-CMPEY,0,1,1,0,1,1,1,3,1,0,0,0,0,0,1,1,1,80.3,80.3,1
2651,4873-ILOLJ,0,0,0,0,24,1,0,3,0,0,0,0,1,1,1,1,1,90.35,2238.5,1
104,3192-NQECA,0,0,1,0,68,1,1,3,0,1,1,1,1,1,3,1,3,110.0,7611.85,1
5845,4581-SSPWD,1,0,0,0,3,1,1,3,0,0,0,0,0,0,1,1,1,75.8,246.3,1
1636,1371-OJCEK,1,0,0,0,48,1,1,0,-1,-1,-1,-1,-1,-1,2,0,3,24.35,1133.7,0
2259,9030-QGZNL,1,0,0,0,8,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,20.85,161.65,0
3698,7346-MEDWM,1,0,0,0,59,1,1,3,0,1,1,0,0,0,1,1,1,83.25,4949.1,0
3459,6609-MXJHJ,1,0,1,1,30,1,1,0,-1,-1,-1,-1,-1,-1,3,1,2,25.1,789.55,0
2707,7938-OUHIO,0,0,0,0,3,1,0,3,0,0,1,1,1,1,1,1,1,98.7,293.65,1
6575,2978-XXSOG,1,0,0,0,22,1,1,1,1,0,0,1,0,0,1,1,2,59.05,1253.5,0
1999,3858-VOBET,0,0,0,0,23,1,1,3,0,0,0,0,0,0,1,1,1,74.95,1710.45,1
235,1251-KRREG,0,0,0,0,2,1,1,1,0,1,0,0,0,0,1,1,2,54.4,114.1,1
3992,2987-BJXIK,1,0,0,0,70,1,1,1,1,1,1,0,1,1,3,0,2,84.7,5991.05,0
1557,4672-FOTSD,0,0,0,0,12,1,1,1,1,1,0,1,0,0,1,1,1,67.25,832.3,0
2396,4083-BFNYK,1,1,1,0,38,1,1,3,1,1,0,0,0,1,2,0,4,95.0,3591.25,0
1581,2782-JEEBU,0,0,0,0,21,0,-1,1,0,1,0,1,0,0,1,1,2,36.0,780.15,0
3697,4821-SJHJV,1,0,1,1,32,1,1,3,1,0,0,0,1,0,1,0,1,89.6,2901.8,0
6283,6956-SMUCM,1,0,0,0,3,1,0,3,1,0,1,0,1,1,1,1,4,99.0,287.4,1
6735,6365-HITVU,1,0,1,1,71,1,0,1,1,1,1,1,1,1,3,0,4,87.25,6328.7,0
5088,1399-OUPJN,1,0,1,1,57,1,0,0,-1,-1,-1,-1,-1,-1,3,0,3,19.75,1272.05,0
1824,0794-YVSGE,0,0,1,1,72,1,0,0,-1,-1,-1,-1,-1,-1,3,0,3,20.3,1401.15,0
5362,0485-ZBSLN,0,0,1,1,65,1,1,0,-1,-1,-1,-1,-1,-1,3,0,4,24.75,1715.1,0
5740,8882-TLVRW,0,0,1,1,69,0,-1,1,1,0,1,1,0,0,3,0,2,39.1,2779.5,0
7029,2235-DWLJU,1,1,0,0,6,0,-1,1,0,0,0,0,1,1,1,1,1,44.4,263.05,0
4888,4393-RYCRE,0,0,0,0,44,1,0,3,1,1,1,0,1,1,2,1,1,106.05,4510.8,0
2655,9565-DJPIB,1,0,0,1,4,1,1,3,0,1,0,0,1,0,1,0,2,89.6,365.65,1
5983,0212-ISBBF,1,0,0,0,22,0,-1,1,0,1,0,0,1,1,1,1,1,50.35,1098.85,0
3256,7711-YIJWC,0,0,1,1,61,1,0,1,1,1,1,1,1,1,2,0,3,84.9,5264.5,0
2275,7180-PISOG,0,0,1,1,1,1,1,3,0,0,0,0,0,0,1,1,1,74.5,74.5,1
4695,9509-MPYOD,1,0,0,0,35,1,0,0,-1,-1,-1,-1,-1,-1,2,0,2,20.75,700.45,0
4078,0628-CNQRM,0,0,1,1,22,1,0,1,1,0,1,1,1,0,2,1,3,67.5,1544.05,1
6186,4789-KWMXN,0,0,1,0,47,1,1,3,1,0,1,1,1,1,2,1,4,110.85,5275.8,1
5880,3538-WZPHD,0,0,0,0,3,0,-1,1,0,1,0,0,0,0,1,1,1,29.6,79.45,1
6943,0032-PGELS,1,0,1,1,1,0,-1,1,1,0,0,0,0,0,1,0,3,30.5,30.5,1
3990,6986-IXNDM,0,0,0,0,14,1,0,3,0,0,0,0,1,1,1,1,1,92.9,1337.45,0
111,4549-ZDQYY,1,0,0,0,52,1,0,1,1,0,1,1,0,0,2,0,4,57.95,3042.25,0
